Tree,GF_Bu,GF_Ei,GF_Dou,GF_Fi,GF_Lae,GF_Es,GF_Hb,GF_Er,GF_SaWei,GF_Ulm,GF_MeBe,GF_SpAh,GF_Gesamt,Pro_Bu,Pro_Ei,Pro_Dou,Pro_Fi,Pro_Lae,Pro_Es,Pro_Hb,Pro_Er,Pro_SaWei,Pro_Ulm,Pro_MeBe,Pro_SpAh,Kraft_Class,Vitality_19,Vitality_20,Defoliation_20,Vitality_21,Defoliation_21,Fruits_Sep_21,Height,Height of first branch,Height of beginning canopy,Canopy length,Fruits_Okt_19,Fruits_Dez_19,Fruits_19,Fruits_Sep_20,Fruits_Dez_20,Fruits_20,FL_19_KW45,FL_19_KW46,FL_19_KW47,FL_19_KW49,FL_19_KW51,FL_20_KW_38,FL_20_KW_39,FL_20_KW_40,FL_20_KW_41,FL_20_KW_42,FL_20_KW_43,FL_20_KW_44,FL_20_KW_45,FL_20_KW_46,FL_20_KW_47,FL_20_KW_48,FL_20_KW_50,FL_20_KW_52,Date_Harvest_Aug_19,Fruits_N_Aug_19,Dryweight_N_Aug_19,Leaf_Area_N_Aug_19,SLA_N_Aug_19,Herb_Area_N_Aug_19,Herb_Perc_N_Aug_19,Chl_N_Aug_19,Chl_SD_N_Aug_19,Flav_N_Aug_19,Flav_SD_N_Aug_19,Anth_N_Aug_19,Anth_SD_N_Aug_19,NBI_N_Aug_19,NBI_SD_N_Aug_19,Sample_Height_N_Aug_19,Fruits_S_Aug_19,Dryweight_S_Aug_19,Leaf_Area_S_Aug_19,SLA_S_Aug_19,Herb_Area_S_Aug_19,Herb_Perc_S_Aug_19,Chl_S_Aug_19,Chl_SD_S_Aug_19,Flav_S_Aug_19,Flav_SD_S_Aug_19,Anth_S_Aug_19,Anth_SD_S_Aug_19,NBI_S_Aug_19,NBI_SD_S_Aug_19,Sample_Height_S_Aug_19,d_13C_12C_N_Aug_19,d_15N_14N_N_Aug_19,PerC_N_Aug_19,PerN_N_Aug_19,d_13C_12C_S_Aug_19,d_15N_14N_S_Aug_19,PerC_S_Aug_19,PerN_S_Aug_19,Date_Harvest_May_20,Sample_Height_N_May_20,Fruits_N_May_20,Dry_weight_N_May_20,Leaf_Area_N_May_20,SLA_N_May_20,Herb_Area_N_May_20,Herb_Perc_N_May_20,Chl_N_May_20,Chl_sd_N_May_20,Flav_N_May_20,Flav_sd_N_May_20,Anth_N_May_20,Anth_sd_N_May_20,NBI_N_May_20,NBI_sd_N_May_20,d 13C/12C_N_May_20,d 15N/14N_N_May_20,%C_N_May_20,%N_N_May_20,Sample_Height_S_May_20,Fruits_S_May_20,Dry_weight_S_May_20,Leaf_Area_S_May_20,SLA_S_May_20,Herb_Area_S_May_20,Herb_Perc_S_May_20,Chl_S_May_20,Chl_sd_S_May_20,Flav_S_May_20,Flav_sd_S_May_20,Anth_S_May_20,Anth_sd_S_May_20,NBI_S_May_20,NBI_sd_S_May_20,d 13C/12C_S_May_20,d 15N/14N_S_May_20,%C_S_May_20,%N_S_May_20,Harvest_Date_N_Jul_20,Sample_height_N_Jul_20,Fruits_N_Jul_20,Fresh_Weight_N_Jul_20,Dry_weight_N_Jul_20,Leaf_Moisture_N_Jul_20,Leaf_Area_N_Jul_20,SLA_N_Jul_20,Herb_Area_N_Jul_20,Herb_Perc_N_Jul_20,Stomatal_Density_N_Jul_20,Chl_N_Jul_20,Chl_sd_N_Jul_20,Flav_N_Jul_20,Flav_sd_N_Jul_20,Anth_N_Jul_20,Anth_sd_N_Jul_20,NBI_N_Jul_20,NBI_sd_N_Jul_20,d 13C/12C_N_Jul_20,d 15N/14N_N_Jul_20,%C_N_Jul_20,%N_N_Jul_20,Sample_height_S_Jul_20,Fruits_S_Jul_20,Fresh_Weight_S_Jul_20,Dry_weight_S_Jul_20,Leaf_Moisture_S_Jul_20,Leaf_Area_S_Jul_20,SLA_S_Jul_20,Herb_Area_S_Jul_20,Herb_Perc_S_Jul_20,Stomatal_Density_S_Jul_20,Chl_S_Jul_20,Chl_sd_S_Jul_20,Flav_S_Jul_20,Flav_sd_S_Jul_20,Anth_S_Jul_20,Anth_sd_S_Jul_20,NBI_S_Jul_20,NBI_sd_S_Jul_20,d 13C/12C_S_Jul_20,d 15N/14N_S_Jul_20,%C_S_Jul_20,%N_S_Jul_20,DBH_20,TWI,Deadwood,Hegyi_1,Hegyi_3,Hegyi_5
mof_cst_00040,6.50,4.00,10.50,0.00,0.00,0.00,9.25,0.00,0.00,0.00,0.00,0.00,30.25,21.49,13.22,34.71,0.00,0.00,0.00,30.58,0.00,0.00,0.00,0.00,0.00,3,0.5,1,50,1.5,40,66,22.7,6.9,6.9,15.8,84,75,80,62,89,76,0.85,0.95,0.95,0.95,1.00,0.75,0.80,0.85,0.90,0.90,0.90,0.95,0.95,0.95,0.95,0.95,1.00,1.00,5.9.,0,1.91,426.1521,223.116282722513,,,35.597,2.631,0.512,0.057,0.085,0.009,70.178,8.743,10,1,1.13,124.1407,109.859026548673,,,35.419,5.506,1.747,0.13,0.191,0.046,20.555,4.721,20,-30.50,-3.95,40.94,1.82,-28.6093245092669,-3.9786196524,45.9306800566358,1.8261895308311,25/05/2020,1,0,0.8,359.5297,449.412125,6.2476,1.73771457545788,24.09,1.049,0.321,0.018,0.145,0.014,75.179,5.505,-29.41,-4.10,46.05,2.76,21.7,24,1.56,247.2971,158.523782051282,0.0745,0.030125707094827,34.346,2.574,1.516,0.178,0.109,0.024,23.01,3.623,-27.83,-4.63,45.37,2.40,27/07/2020,6.9,0,2.74,1.2,128.333333333333,386.6182,322.181833333333,19.8594,5.13669558236007,155.510480054091,31.3881,1.6436,0.3772,0.0275,0.0944,0.0055,83.4990,5.8969,-30.03,-4.07,45.21,2.39,19.7,5,2.97,1.49,99.3288590604027,216.22345,145.116409395973,0.341,0.157707223707697,217.864923747277,33.2059,2.1646,1.5195,0.0775,0.1389,0.0144,21.9480,2.3313,-27.75,-4.00,45.97,2.09,37.7197215127792,4.04455198410934,13032,0.174074284308717,0.529706028841884,0.852714883714948
mof_cst_00041,16.00,6.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.50,71.11,28.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4,0,0,10,0,10,28,23.8,2,2,21.8,2,17,10,21,58,39,0.75,0.90,0.95,1.00,1.00,0.05,0.05,0.05,0.05,0.10,0.20,0.35,1.00,0.95,1.00,1.00,1.00,0.95,13.8.,0,1.73,108.913,62.9554913294798,,,33.229,0.798,0.59,0.075,0.108,0.025,57.021,6.678,6,0,3.44,100.0912,29.0962790697674,,,39.068,4.058,1.638,0.152,0.123,0.021,23.926,2.135,20,-30.38,-5.36,45.65,2.05,-28.8386959589901,-5.485150135,44.2988507728388,1.93083198073056,12/05/2020,5,0,1.4,582.8227,416.301928571429,4.7784,0.819871978219105,23.919,1.264,0.416,0.038,0.142,0.019,57.923,6.577,-29.81,-5.28,49.55,3.21,21.8,8,1.68,239.8774,142.784166666667,0.0432,0.018009199699513,27.23,3.783,1.586,0.13,0.193,0.038,17.334,3.257,-28.30,-5.63,47.02,2.24,13/07/2020,2,1,2.63,0.96,173.958333333333,388.64865,404.84234375,0.79875,0.205519818478721,134.475246037112,26.3434,0.8288,0.2841,0.0371,0.1114,0.0092,94.2350,13.0983,-29.99,-5.26,43.59,2.27,22.3,7,4.55,2.44,86.4754098360656,282.4549,115.760204918033,11.35165,4.01892479117905,276.463075651717,33.6096,3.9112,1.5898,0.4992,0.1271,0.0548,21.2720,7.4127,-27.51,-5.49,41.13,1.77,27.0563403256222,6.40299408021287,8042,0.822734499205088,1.46283420272645,1.72254602333697
mof_cst_00042,12.00,0.25,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,18.50,64.86,1.35,0.00,32.43,0.00,0.00,0.00,0.00,0.00,1.35,0.00,0.00,3,0.5,0.5,25,0.5,25,35,25,10.2,10.2,14.8,56,90,73,44,34,39,0.55,0.80,0.90,1.00,1.00,0.00,0.05,0.10,0.15,0.15,0.15,0.90,0.90,1.00,1.00,1.00,1.00,1.00,2.9.,0,1.79,285.4525,159.470670391061,,,39.515,1.299,0.457,0.055,0.069,0.007,87.507,9.925,11,0,2.22,184.7743,83.2316666666667,,,48.495,8.049,1.174,0.444,0.111,0.032,47.882,23.456,22,-30.60,-3.92,37.04,1.81,-26.7163692710475,-3.8612667453,45.6283141855021,1.82831538136729,20/05/2020,10.2,0,1.64,625.5513,381.433719512195,11.8352,1.89196313715598,27.854,1.474,0.463,0.077,0.102,0.006,61.947,12.873,-29.72,-4.02,46.95,2.98,22,18,1.91,283.4922,148.425235602094,0.0601,0.021199877809689,36.418,3.585,1.556,0.157,0.091,0.008,23.479,1.772,-27.85,-4.76,49.39,2.39,22/07/2020,10.2,0,4.43,1.7,160.588235294118,564.1905,331.876764705882,6.1657,1.0928400956769,144.241604687852,32.7553,1.4511,0.3290,0.0514,0.0924,0.0098,101.2900,12.7310,-28.22,-4.08,49.32,2.49,24,12,7.01,3.75,86.9333333333333,304.78895,81.2770533333333,0.5709,0.187309940206166,224.62624896702,49.6808,3.2200,1.7024,0.0616,0.0833,0.0185,29.2280,2.3442,-26.82,-4.01,48.40,2.24,44.8816939519145,6.83615556109917,3767,0.604580862690385,1.7450421943158,1.93150397031437
mof_cst_00043,11.25,0.50,0.00,2.00,0.00,10.00,0.50,0.00,0.00,0.00,0.00,0.00,24.25,46.39,2.06,0.00,8.25,0.00,41.24,2.06,0.00,0.00,0.00,0.00,0.00,1,1,1.5,25,1.5,20,15,35.6,13.9,13.9,21.7,4,8,6,1,90,45,0.50,0.55,0.90,0.95,1.00,0.00,0.05,0.05,0.10,0.10,0.15,0.25,0.85,0.95,1.00,1.00,1.00,1.00,5.9.,0,1.31,364.838,278.502290076336,,,35.286,1.501,0.434,0.03,0.097,0.012,81.759,7.651,14,0,1.94,197.4325,101.769329896907,,,37.704,1.74,1.612,0.218,0.135,0.024,23.987,5.056,34,-31.03,-2.41,42.27,2.13,-27.8204308589342,-2.4179262896,43.3296136997108,1.76038262282172,19/05/2020,4,29,1.18,470.9531,399.11279661017,4.3869,0.93149402774926,21.809,1.446,0.542,0.06,0.147,0.013,40.6,4.688,-30.51,-3.34,47.85,2.48,32.6,31,1.4,220.0716,157.194,1.3393,0.608574663882118,28.259,4.712,1.495,0.202,0.134,0.017,19.205,3.799,-26.42,-3.05,49.76,2.97,20/07/2020,13.9,0,2.44,1.04,134.615384615385,342.5562,329.380961538462,0.3157,0.092160060159472,151.754188265344,32.6913,1.5977,0.5911,0.0339,0.0825,0.0088,55.4500,3.8068,-32.09,-3.10,46.67,2.36,32.1,5,2.98,1.45,105.51724137931,269.13125,185.60775862069,4.70135,1.74686142913541,186.312072721809,35.7484,3.6955,1.4186,0.4688,0.0955,0.0183,25.3690,8.0641,-28.40,-3.13,36.66,1.94,48.70141258612,4.06946863622414,20127,0.140056022408964,0.283043786387509,0.466783175477016
mof_cst_00044,18.25,8.50,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.00,67.59,31.48,0.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,4,4,100,4,100,0,20.1,8.5,8.5,11.6,82,30,56,40,55,47,0.80,0.80,0.85,0.85,0.85,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,19.8.,0,1.01,174.7571,173.026831683168,,,40.943,4.656,0.939,0.084,0.082,0.029,44.2,7.745,9,0,1.09,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,16,-31.94,-5.40,38.98,1.96,-29.7508317435994,-5.8291847259,43.9351872285572,2.46730343498659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.3323973664008,5.00220848636972,NA,0.356265356265356,1.01357361509453,1.28940588615732
mof_cst_00045,13.75,0.50,3.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.50,78.57,2.86,18.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,0.5,1.5,65,1.5,40,5,24.5,8.5,0.5,24,41,60,51,85,64,74,0.95,1.00,1.00,1.00,1.00,0.90,0.90,0.90,0.90,0.95,0.95,1.00,0.90,1.00,1.00,1.00,1.00,1.00,3.9.,0,1.31,242.0997,184.80893129771,,,38.321,2.354,1.055,0.117,0.083,0.007,36.519,2.281,5,0,1.67,151.1996,90.5386826347305,,,36.911,3.203,1.772,0.036,0.179,0.027,20.837,1.835,21,-29.25,-5.74,45.34,1.92,-28.1742478089935,-5.5262738033,43.8297189977066,1.69068309182306,20/05/2020,0.5,0,1.9,457.1691,240.615315789474,5.303,1.15996466077869,30.308,1.469,0.91,0.109,0.103,0.006,33.686,3.967,-28.83,-5.90,46.68,2.58,23.5,27,1.46,166.823,114.262328767123,0.0265,0.01588509977641,30.993,8.387,1.66,0.191,0.124,0.011,18.266,4.164,-27.59,-5.93,47.64,2.03,22/07/2020,1.5,0,4.87,2.24,117.410714285714,467.92245,208.893950892857,5.22215,1.11602894881406,117.947562166629,35.4442,2.4385,0.8056,0.1565,0.0863,0.0059,45.1330,6.6795,-28.83,-5.70,48.92,2.58,24.5,17,3.61,1.81,99.4475138121547,166.97835,92.2532320441989,0.0151,0.009043088520158,211.103598527534,37.0327,4.2516,1.7386,0.0332,0.1546,0.0179,21.3145,2.5435,-26.80,-5.96,44.96,1.85,34.2183127647575,4.49562651407717,2704,0.315078769692423,0.631653522976718,0.949442394278313
mof_cst_00046,19.00,0.00,0.00,0.00,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.75,96.20,0.00,0.00,0.00,3.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,2,2,70,2,60,0,26.4,14.8,14.8,11.6,2,6,4,72,49,60,0.70,0.85,0.95,1.00,1.00,0.60,0.60,0.60,0.60,0.60,0.60,0.85,0.85,0.95,1.00,1.00,1.00,1.00,3.9.,0,2.47,385.3162,155.998461538462,,,41.197,1.934,0.869,0.143,0.075,0.022,48.605,8.525,16,0,1.9,208.2205,109.589736842105,,,35.83,2.87,1.687,0.158,0.166,0.029,21.52,3.684,24,-30.13,-5.95,45.50,1.77,-29.2813054129762,-6.1682042353,45.606774079649,1.74569484031501,25/05/2020,14.8,0,2.23,559.209,250.766367713004,10.1796,1.82035696850373,33.526,2.831,0.942,0.141,0.091,0.009,36.034,4.002,-28.74,-6.36,46.47,2.19,25.4,15,2.57,242.0966,94.2010116731518,0,0,29.88,4.088,1.698,0.013,0.175,0.028,17.585,2.319,-26.66,-6.15,46.35,2.01,27/07/2020,14.8,0,6.63,2.7,145.555555555556,729.9796,270.362814814815,0.44065,0.060364700602592,164.525580347081,36.0564,1.3855,0.4602,0.0331,0.0750,0.0041,78.5910,4.7929,-29.43,-4.99,36.33,1.91,25.4,15,4.06,1.99,104.020100502513,195.22455,98.1027889447236,0.7093,0.36332520679392,261.437908496732,30.1902,4.8778,1.7404,0.0633,0.1647,0.0323,17.3580,2.7974,-27.04,-6.34,46.84,1.90,29.2845095289087,6.65283725927051,3576,0.459145427286357,0.785982950144514,1.1275760815448
mof_cst_00047,15.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.75,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,2,1.5,25,2,35,97,29.8,11.5,14.5,15.3,83,95,89,2,30,16,0.90,0.90,0.95,1.00,1.00,0.05,0.05,0.05,0.05,0.15,0.25,0.40,1.00,0.95,1.00,1.00,1.00,1.00,21.8.,0,2.59,252.4947,97.4883011583012,,,45.392,2.261,1.3,0.112,0.088,0.01,35.081,2.501,15,4,1.53,85.2426,55.7141176470588,,,43.031,3.919,1.461,0.299,0.36,0.016,34.502,8.339,28,-29.92,-3.68,44.60,2.49,-28.7471710074104,-3.9655804405,45.6727094235517,1.78277878887399,18/05/2020,12.5,0,2.49,591.4099,237.514016064257,1.9481,0.329399288040325,29.898,1.228,0.886,0.055,0.122,0.009,33.908,2.933,-29.41,-3.79,44.36,2.81,28.8,0,2.94,300.0851,102.069761904762,0.1137,0.037889252082159,24.894,2.856,1.703,0.055,0.195,0.027,14.636,1.811,-26.43,-4.07,48.72,2.30,15/07/2020,11.5,0,5.12,2.11,142.654028436019,507.9896,240.75336492891,2.85035,0.561104006853684,150.251671549846,38.2082,1.6571,0.8192,0.1222,0.0954,0.0077,47.8680,9.3336,-30.48,-3.02,42.45,2.31,28.8,0,7.56,3.96,90.9090909090909,349.56695,88.2744823232323,14.77165,4.22569982659974,165.276838704831,29.9906,7.7517,1.6285,0.1666,0.1968,0.0335,18.1350,3.8562,-27.10,-3.87,47.51,2.18,47.2690180982929,5.89587071158576,6733,0.094742518984943,0.270475718683939,0.506707971251126
mof_cst_00048,11.75,0.00,10.00,0.75,7.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.25,38.84,0.00,33.06,2.48,25.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4,0,0,10,0,10,0,23.4,8.5,0.5,22.9,0,10,5,6,15,11,0.40,0.60,0.85,1.00,1.00,0.05,0.05,0.05,0.10,0.10,0.10,0.20,0.45,0.95,1.00,1.00,1.00,1.00,2.9.,0,2.03,373.7898,184.132906403941,,,36.526,1.343,0.424,0.065,0.095,0.011,87.971,14.043,5,0,1.69,320.0253,189.364082840237,,,33.551,1.82,1.001,0.225,0.106,0.01,34.928,7.159,21,-30.38,-5.32,45.79,2.11,-29.2280828064989,-5.8372088563,46.6076730243893,1.7210347613941,20/05/2020,6,0,1.43,484.4413,338.77013986014,3.4717,0.716639972686061,25.05,1.477,0.329,0.026,0.126,0.023,76.437,4.645,-31.27,-4.91,43.39,2.78,19.4,0,2.26,452.8824,200.390442477876,0.2413,0.053280940040947,31.393,2.638,1.504,0.063,0.126,0.014,20.937,2.331,-28.23,-6.07,47.18,2.26,22/07/2020,0.5,0,2.69,1.06,153.77358490566,380.3877,358.856320754717,16.3895,4.30863037895284,87.8972278566599,28.9858,0.6925,0.2452,0.0224,0.1084,0.0105,119.1510,11.1437,-30.45,-4.44,39.54,2.11,21.4,0,7.55,3.93,92.1119592875318,405.0499,103.066132315522,16.87845,4.16700510233431,226.128765682518,32.1496,4.0771,1.7881,0.5402,0.1648,0.0174,17.4540,5.4746,-27.48,-5.74,44.70,1.88,25.6239458377952,5.43574251435871,3579,0.240332095258903,0.971909327149765,1.47424132991505
mof_cst_00049,13.75,0.00,0.25,0.00,14.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.75,47.83,0.00,0.87,0.00,51.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,0,0.5,10,0.5,30,4,31.9,14.9,14.9,17,1,22,12,5,12,9,0.35,0.65,0.90,1.00,1.00,0.00,0.00,0.00,0.10,0.10,0.15,0.25,0.70,1.00,1.00,1.00,1.00,1.00,10.9.,0,1.47,597.5399,406.489727891156,,,29.891,1.569,0.192,0.022,0.125,0.007,157.103,18.995,16,0,5.32,349.4213,65.6806954887218,,,49.53,3.543,1.162,0.246,0.078,0.01,44.609,11.057,29,-32.50,-4.68,47.64,2.19,-29.5319239813083,-5.4771260046,43.8862856546415,2.26649438287534,26/05/2020,14.9,0,1.44,446.6142,310.14875,0.6228,0.139449215900435,28.169,1.451,0.358,0.033,0.123,0.03,79.352,9.27,-31.18,-5.50,44.05,2.57,29.9,12,2.61,245.5397,94.0765134099617,0.5481,0.223222558307272,38.999,3.246,1.48,0.193,0.099,0.021,26.71,3.756,-27.99,-5.63,48.75,2.89,29/07/2020,14.9,0,3.78,1.3,190.769230769231,542.3815,417.216538461538,0.57285,0.105617540421272,126.96266245962,27.9627,1.4391,0.1960,0.0171,0.1097,0.0119,143.4110,11.5423,-32.34,-4.22,41.19,2.52,30.4,9,3.4,1.85,83.7837837837838,197.55845,106.788351351351,21.18355,10.7226747324653,249.417774772744,35.5226,4.1901,1.5875,0.1217,0.1198,0.0231,22.5480,3.6303,-28.60,-5.75,47.16,1.94,45.677468667374,2.91507982717129,2772,0.351311659515651,0.827102389987956,1.27877886469584
mof_cst_00050,8.00,7.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.25,52.46,47.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,1.5,2,55,2,50,44,26.5,4,4,22.5,14,55,35,67,60,64,0.60,0.70,0.75,1.00,1.00,0.25,0.30,0.35,0.35,0.35,0.35,0.45,0.55,0.80,0.95,1.00,1.00,1.00,12.8.,0,1.32,190.5888,144.385454545455,,,34.049,1.813,0.907,0.051,0.092,0.009,37.681,3.52,6,4,1.9,106.8167,56.2193157894737,,,35.925,2.749,1.734,0.066,0.142,0.01,20.711,1.263,24,-30.22,-5.51,44.11,1.52,-28.7316409150565,-5.8923747528,47.7213538067604,1.68123084953083,12/05/2020,9,0,1.51,444.1408,294.13298013245,1.257,0.283018358142283,22.689,2.239,0.907,0.101,0.166,0.013,25.383,4.236,-29.37,-6.64,39.53,1.93,26.5,12,1.44,194.1107,134.799097222222,0.0852,0.04389247990966,27.912,2.962,1.635,0.073,0.203,0.026,17.067,1.651,-27.11,-6.24,43.29,1.94,08/07/2020,5,16,2.94,NA,NA,393.53695,NA,0.0322,0.008182205000064,199.083464803546,30.5570,1.5926,0.5976,0.0445,0.1074,0.0063,51.3860,4.5024,NA,NA,NA,NA,23.5,13,3.56,NA,NA,201.6696,NA,4.17745,2.07143267998746,226.987346662803,31.7021,3.7743,1.0440,0.1894,0.1769,0.0233,31.2020,6.7658,NA,NA,NA,NA,50.7704268463146,3.8499575177992,23983,0.042812088230957,0.330702485647817,0.538913281842972
mof_sap_00003,7.00,1.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.25,84.85,15.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,2,3,90,2,30,95,30.6,9,9,21.6,75,70,72,70,86,78,0.95,0.95,0.95,1.00,1.00,0.25,0.25,0.25,0.25,0.25,0.40,0.65,0.95,0.95,1.00,1.00,1.00,1.00,12.8.,0,3.3,647.836,196.313939393939,6.2425,0.96359263764286,26.915,1.546,1.684,0.175,0.174,0.014,16.12,7.24,10,9,1.96,336.3952,171.630204081633,3.9143,1.1636016209506,37.916,5.717,1.671,0.175,0.143,0.027,23.105,5.528,28,-27.66,-4.10,47.50,1.47,-28.7087487204473,-5.0478350282,44.5747861636454,1.99172829775469,12/05/2020,11,0,NA,458.0997,NA,18.1107,3.95344070297361,28.305,1.126,1.211,0.177,0.156,0.008,23.839,3.659,-27.20,-5.10,48.62,2.14,31,4,NA,243.1138,NA,0.0171,0.007033743045438,12.877,3.92,1.498,0.179,0.305,0.015,8.423,2.022,-25.60,-6.48,49.48,2.17,08/07/2020,9,0,4.72,NA,NA,328.53495,NA,1.26805,0.385971112053679,194.575914657051,35.8712,2.6318,1.6526,0.5404,0.1238,0.0524,21.6044,7.0011,NA,NA,NA,NA,25.3,29,5.53,NA,NA,246.6823,NA,0.30135,0.122161176541649,287.731951017955,27.4526,2.6194,1.6703,0.0815,0.2313,0.0276,16.4620,1.6366,NA,NA,NA,NA,50.133807073947,5.05452116041572,31832,0.071799436285418,0.173404703934828,0.304000603180846
mof_sap_00002,8.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.25,96.97,3.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,2,2,25,4,100,0,34,18.3,18.3,15.7,61,92,77,42,48,45,1.00,1.00,1.00,1.00,1.00,0.95,0.95,0.95,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.95,12.8.,0,2.21,396.79635,179.545859728507,1.2471,0.314292205560863,37.603,2.448,0.933,0.16,0.097,0.027,41.504,2.171,16,2,2.08,331.2109,159.236009615385,17.46035,5.27167131274967,27.526,2.881,1.697,0.049,0.176,0.032,16.223,1.626,31,-30.54,-5.34,47.12,1.35,-29.3925213766966,-5.2303839948,47.0042728130023,1.26700662952413,12/05/2020,12,0,0.83,166.1563,200.188313253012,0.3333,0.200594259742182,16.528,3.075,1.643,0.051,0.265,0.047,10.041,1.735,NA,NA,NA,NA,29.6,48,0.67,98.197,146.562686567164,0.1089,0.110899518315223,23.681,3.414,1.685,0.051,0.222,0.024,14.056,1.996,NA,NA,NA,NA,08/07/2020,18.3,0,2.1,NA,NA,166.66075,NA,3.68025,2.20822839210792,236.646382691007,17.1951,2.2045,1.6929,0.0452,0.2669,0.0253,10.1390,1.1211,NA,NA,NA,NA,24,11,1.41,NA,NA,80.56345,NA,3.6512,4.53207999409161,200.585981519044,19.0750,2.2344,1.5907,0.0857,0.2860,0.0299,12.0100,1.4339,NA,NA,NA,NA,63.9802871229419,5.05452116041572,52941,0.118850193477059,0.258421080203258,0.341393750725984
